current_node_accs	current_node_id	current_node_param_string	is_gt	parent_accs	parent_node_id	parent_node_param_string
[0.9893, 0.9907, 0.9885, 0.987, 0.9877, 0.9893, 0.9884, 0.9871, 0.9904, 0.9845]	39	act1=relu,act2=exponential,batch_size=32,bi1=zeros,epochs=10,ki1=he_normal,loss=sparse_categorical_crossentropy,lr=0.001,optimizer=adam,unit1=128	True	[0.99, 0.9908, 0.9897, 0.9894, 0.9894, 0.9886, 0.9887, 0.9887, 0.9908, 0.9897]	14	act1=relu,act2=exponential,batch_size=32,bi1=zeros,epochs=10,ki1=glorot_uniform,loss=sparse_categorical_crossentropy,lr=0.001,optimizer=adam,unit1=128
[0.989, 0.9894, 0.9912, 0.9878, 0.9896, 0.9871, 0.985, 0.9866, 0.9886, 0.9845]	40	act1=relu,act2=exponential,batch_size=32,bi1=zeros,epochs=10,ki1=glorot_normal,loss=sparse_categorical_crossentropy,lr=0.001,optimizer=adam,unit1=128	True	[0.99, 0.9908, 0.9897, 0.9894, 0.9894, 0.9886, 0.9887, 0.9887, 0.9908, 0.9897]	14	act1=relu,act2=exponential,batch_size=32,bi1=zeros,epochs=10,ki1=glorot_uniform,loss=sparse_categorical_crossentropy,lr=0.001,optimizer=adam,unit1=128
[0.9874, 0.9886, 0.9893, 0.9886, 0.9899, 0.9896, 0.9902, 0.9909, 0.9898, 0.9886]	41	act1=relu,act2=exponential,batch_size=32,bi1=zeros,epochs=10,ki1=random_normal,loss=sparse_categorical_crossentropy,lr=0.001,optimizer=adam,unit1=128	True	[0.99, 0.9908, 0.9897, 0.9894, 0.9894, 0.9886, 0.9887, 0.9887, 0.9908, 0.9897]	14	act1=relu,act2=exponential,batch_size=32,bi1=zeros,epochs=10,ki1=glorot_uniform,loss=sparse_categorical_crossentropy,lr=0.001,optimizer=adam,unit1=128
[0.9868, 0.9893, 0.9905, 0.9875, 0.9872, 0.9868, 0.988, 0.9893, 0.9885, 0.9904]	42	act1=relu,act2=exponential,batch_size=32,bi1=he_normal,epochs=10,ki1=glorot_uniform,loss=sparse_categorical_crossentropy,lr=0.001,optimizer=adam,unit1=128	True	[0.99, 0.9908, 0.9897, 0.9894, 0.9894, 0.9886, 0.9887, 0.9887, 0.9908, 0.9897]	14	act1=relu,act2=exponential,batch_size=32,bi1=zeros,epochs=10,ki1=glorot_uniform,loss=sparse_categorical_crossentropy,lr=0.001,optimizer=adam,unit1=128
[0.9901, 0.9897, 0.9896, 0.9891, 0.986, 0.9908, 0.9895, 0.9895, 0.9896, 0.988]	43	act1=relu,act2=exponential,batch_size=32,bi1=glorot_normal,epochs=10,ki1=glorot_uniform,loss=sparse_categorical_crossentropy,lr=0.001,optimizer=adam,unit1=128	True	[0.99, 0.9908, 0.9897, 0.9894, 0.9894, 0.9886, 0.9887, 0.9887, 0.9908, 0.9897]	14	act1=relu,act2=exponential,batch_size=32,bi1=zeros,epochs=10,ki1=glorot_uniform,loss=sparse_categorical_crossentropy,lr=0.001,optimizer=adam,unit1=128
[0.9878, 0.9882, 0.9886, 0.9859, 0.9893, 0.9867, 0.99, 0.9903, 0.986, 0.9908]	44	act1=relu,act2=exponential,batch_size=32,bi1=random_normal,epochs=10,ki1=glorot_uniform,loss=sparse_categorical_crossentropy,lr=0.001,optimizer=adam,unit1=128	True	[0.99, 0.9908, 0.9897, 0.9894, 0.9894, 0.9886, 0.9887, 0.9887, 0.9908, 0.9897]	14	act1=relu,act2=exponential,batch_size=32,bi1=zeros,epochs=10,ki1=glorot_uniform,loss=sparse_categorical_crossentropy,lr=0.001,optimizer=adam,unit1=128
[0.9887, 0.9885, 0.989, 0.9863, 0.9883, 0.9854, 0.9884, 0.9893, 0.9904, 0.9892]	45	act1=relu,act2=exponential,batch_size=32,bi1=zeros,epochs=10,ki1=glorot_uniform,loss=sparse_categorical_crossentropy,lr=0.001,optimizer=adam,unit1=256	True	[0.99, 0.9908, 0.9897, 0.9894, 0.9894, 0.9886, 0.9887, 0.9887, 0.9908, 0.9897]	14	act1=relu,act2=exponential,batch_size=32,bi1=zeros,epochs=10,ki1=glorot_uniform,loss=sparse_categorical_crossentropy,lr=0.001,optimizer=adam,unit1=128
[0.9867, 0.99, 0.9884, 0.986, 0.9882, 0.9884, 0.9874, 0.9891, 0.989, 0.9885]	46	act1=relu,act2=exponential,batch_size=32,bi1=zeros,epochs=10,ki1=glorot_uniform,loss=sparse_categorical_crossentropy,lr=0.001,optimizer=adam,unit1=64	True	[0.99, 0.9908, 0.9897, 0.9894, 0.9894, 0.9886, 0.9887, 0.9887, 0.9908, 0.9897]	14	act1=relu,act2=exponential,batch_size=32,bi1=zeros,epochs=10,ki1=glorot_uniform,loss=sparse_categorical_crossentropy,lr=0.001,optimizer=adam,unit1=128
[0.9886, 0.9904, 0.9885, 0.9897, 0.9883, 0.9899, 0.9893, 0.9903, 0.9899, 0.9893]	62	act1=relu,act2=exponential,batch_size=32,bi1=zeros,epochs=10,ki1=glorot_uniform,loss=sparse_categorical_crossentropy,lr=0.001,optimizer=adamax,unit1=128	True	[0.99, 0.9908, 0.9897, 0.9894, 0.9894, 0.9886, 0.9887, 0.9887, 0.9908, 0.9897]	14	act1=relu,act2=exponential,batch_size=32,bi1=zeros,epochs=10,ki1=glorot_uniform,loss=sparse_categorical_crossentropy,lr=0.001,optimizer=adam,unit1=128
[0.9901, 0.9875, 0.9863, 0.9887, 0.9861, 0.9869, 0.989, 0.9883, 0.9889, 0.9895]	63	act1=relu,act2=exponential,batch_size=32,bi1=zeros,epochs=10,ki1=glorot_uniform,loss=sparse_categorical_crossentropy,lr=0.001,optimizer=nadam,unit1=128	True	[0.99, 0.9908, 0.9897, 0.9894, 0.9894, 0.9886, 0.9887, 0.9887, 0.9908, 0.9897]	14	act1=relu,act2=exponential,batch_size=32,bi1=zeros,epochs=10,ki1=glorot_uniform,loss=sparse_categorical_crossentropy,lr=0.001,optimizer=adam,unit1=128
